根	コン ・ ね ・ -ね	root; radical; head (pimple)	general
混	コン ・ まじる ・ -まじり ・ まざる ・ まぜる ・ こむ	mix; blend; confuse	general
更	コウ ・ さら ・ さらに ・ ふける ・ ふかす	grow late; night watch; sit up late; of course	general
江	コウ ・ え	creek; inlet; bay	general
皇	コウ ・ オウ	emperor	general
航	コウ	navigate; sail; cruise; fly	general
攻	コウ ・ せめる	aggression; attack	general
功	コウ ・ ク ・ いさお	achievement; merits; success; honor; credit	general
効	コウ ・ きく ・ ききめ ・ ならう	merit; efficacy; efficiency; benefit	general
厚	コウ ・ あつい ・ あか	thick; heavy; rich; kind; cordial; brazen; shameless	general
幸	コウ ・ さいわい ・ さち ・ しあわせ	happiness; blessing; fortune	general
康	コウ	ease; peace	general
抗	コウ ・ あらがう	confront; resist; defy; oppose	general
控	コウ ・ ひかえる ・ ひかえ	withdraw; draw in; hold back; refrain from; be moderate	general
候	コウ ・ そうろう	climate; season; weather	general
光	コウ ・ ひかる ・ ひかり	ray; light	general
雇	コ ・ やとう	employ; hire	general
互	ゴ ・ たがい ・ かたみに	mutually; reciprocally; together	general
古	コ ・ ふるい ・ ふる- ・ -ふるす	old	general
固	コ ・ かためる ・ かたまる ・ かたまり ・ かたい	harden; set; clot; curdle	general
庫	コ ・ ク ・ くら	warehouse; storehouse	general
戸	コ ・ と	door; counter for houses; door radical (no. 63)	general
故	コ ・ ゆえ ・ ふるい ・ もと	happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently	general
系	ケイ	lineage; system	general
継	ケイ ・ つぐ ・ まま-	inherit; succeed; patch; graft (tree)	general
軽	ケイ ・ かるい ・ かろやか ・ かろんじる	lightly; trifling; unimportant	general
芸	ゲイ ・ ウン ・ うえる ・ のり ・ わざ	technique; art; craft; performance; acting; trick; stunt	general
迎	ゲイ ・ むかえる	welcome; meet; greet	general
劇	ゲキ	drama; play	general
激	ゲキ ・ はげしい	violent; get excited; enraged; chafe; incite	general
欠	ケツ ・ ケン ・ かける ・ かく	lack; gap; fail; yawning radical (no. 76)	general
血	ケツ ・ ち	blood	general
健	ケン ・ すこやか	healthy; health; strength; persistence	general
券	ケン	ticket	general
憲	ケン	constitution; law	general
懸	ケン ・ ケ ・ かける ・ かかる	suspend; hang; 10%; install; depend; consult	general
献	ケン ・ コン ・ たてまつる	offering; counter for drinks; present; offer	general
遣	ケン ・ つかう ・ -つかい ・ -づかい ・ つかわす ・ やる	dispatch; despatch; send; give; donate; do; undertake	general
険	ケン ・ けわしい	precipitous; inaccessible place; impregnable position; steep place; sharp eyes	general
厳	ゲン ・ ゴン ・ おごそか ・ きびしい ・ いかめしい ・ いつくし	stern; strictness; severity; rigidity	general
源	ゲン ・ みなもと	source; origin	general
契	ケイ ・ ちぎる	pledge; promise; vow	general
