Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
16770,62805,薒,,,,,,0,,,16845,,0,yes,,,,,,
16771,62806,薓,,,,,,0,,,16846,,0,yes,,,,,,
16772,62807,薕,,,,,,0,,,16847,,0,yes,,,,,,
16773,62808,薖,,,,,,0,,,16848,,0,yes,,,,,,
16774,62809,薚,,,,,,0,,,16849,,0,yes,,,,,,
16775,62810,敀,,,,,,0,,,16850,,0,yes,,,,,,
16776,62811,薞,,,,,,0,,,16851,,0,yes,,,,,,
16777,62812,薟,,,,,,0,,,16852,,0,yes,,,,,,
16778,62813,薠,,,,,,0,,,16853,,0,yes,,,,,,
16779,62814,薡,,,,,,0,,,16854,,0,yes,,,,,,
16780,62815,敁,,,,,,0,,,16855,,0,yes,,,,,,
16781,62816,薣,,,,,,0,,,16856,,0,yes,,,,,,
16782,62817,薥,,,,,,0,,,16857,,0,yes,,,,,,
16783,62818,敂,,,,,,0,,,16858,,0,yes,,,,,,
16784,62819,薱,,,,,,0,,,16859,,0,yes,,,,,,
16785,62820,倳,,,,,,0,,,16860,,0,yes,,,,,,
16786,62821,屟,,,,,,0,,,16861,,0,yes,,,,,,
16787,62822,敄,,,,,,0,,,16862,,0,yes,,,,,,
16788,62823,薵,,,,,,0,,,16863,,0,yes,,,,,,
16789,62824,薶,,,,,,0,,,16864,,0,yes,,,,,,
16790,62825,倱,,,,,,0,,,16865,,0,yes,,,,,,
16791,62826,薸,,,,,,0,,,16866,,0,yes,,,,,,
16792,62827,薻,,,,,,0,,,16867,,0,yes,,,,,,
16793,62828,薼,,,,,,0,,,16868,,0,yes,,,,,,
16794,62829,薽,,,,,,0,,,16869,,0,yes,,,,,,
16795,62830,薾,,,,,,0,,,16870,,0,yes,,,,,,
16796,62831,敆,,,,,,0,,,16871,,0,yes,,,,,,
16797,62832,藀,,,,,,0,,,16872,,0,yes,,,,,,
16798,49931,跼,,,,,,0,4050,3761,9061,,7811,yes,,,,,,
16799,62833,倰,,,,,,0,,,16873,,0,yes,,,,,,
16800,62834,藃,,,,,,0,,,16874,,0,yes,,,,,,
16801,62835,藄,,,,,,0,,,16875,,0,yes,,,,,,
16802,62836,藅,,,,,,0,,,16876,,0,yes,,,,,,
16803,62837,藆,,,,,,0,,,16877,,0,yes,,,,,,
16804,62838,藇,,,,,,0,,,16878,,0,yes,,,,,,
16805,62839,藈,,,,,,0,,,16879,,0,yes,,,,,,
16806,62840,藊,,,,,,0,,,16880,,0,yes,,,,,,
16807,62841,藋,,,,,,0,,,16881,,0,yes,,,,,,
16808,62842,藌,,,,,,0,,,16882,,0,yes,,,,,,
16809,62843,藑,,,,,,0,,,16883,,0,yes,,,,,,
16810,62844,藒,,,,,,0,,,16884,,0,yes,,,,,,
16811,62845,倯,,,,,,0,,,16885,,0,yes,,,,,,
16812,62846,敇,,,,,,0,,,16886,,0,yes,,,,,,
16813,51528,妝,,,,,,0,4423,5520,6943,,9943,yes,,,,,,
16814,62847,藖,,,,,,0,,,16887,,0,yes,,,,,,
16815,62848,藗,,,,,,0,,,16888,,0,yes,,,,,,
16816,62849,倠,,,,,,0,,,16889,,0,yes,,,,,,
16817,62850,藙,,,,,,0,,,16890,,0,yes,,,,,,
16818,62851,藚,,,,,,0,,,16891,,0,yes,,,,,,
16819,51745,譟,,,,,,0,,5743,11148,,5743,yes,,,,,,
16820,62852,藛,,,,,,0,,,16892,,0,yes,,,,,,
16821,62853,藞,,,,,,0,,,16893,,0,yes,,,,,,
16822,62854,姯,,,,,,0,,,16894,,0,yes,,,,,,
16823,62855,敊,,,,,,0,,,16895,,0,yes,,,,,,
16824,62856,藡,,,,,,0,,,16896,,0,yes,,,,,,
16825,62857,藢,,,,,,0,,,16897,,0,yes,,,,,,
16826,62858,藣,,,,,,0,,,16898,,0,yes,,,,,,
16827,62859,倝,,,,,,0,,,16899,,0,yes,,,,,,
16828,62860,藧,,,,,,0,,,16900,,0,yes,,,,,,
16829,62861,藨,,,,,,0,,,16901,,0,yes,,,,,,
16830,62862,藫,,,,,,0,,,16902,,0,yes,,,,,,
16831,51882,觝,,,,,,0,3815,5883,7204,,9698,yes,,,,,,
16832,62863,藬,,,,,,0,,,16903,,0,yes,,,,,,
16833,62864,敋,,,,,,0,,,16904,,0,yes,,,,,,
16834,62865,藮,,,,,,0,,,16905,,0,yes,,,,,,
16835,62866,藯,,,,,,0,,,16906,,0,yes,,,,,,
16836,62867,藰,,,,,,0,,,16907,,0,yes,,,,,,
16837,62868,藱,,,,,,0,,,16908,,0,yes,,,,,,
16838,62869,藲,,,,,,0,,,16909,,0,yes,,,,,,
16839,62870,奺,,,,,,0,,,16910,,0,yes,,,,,,
16840,62871,藵,,,,,,0,,,16911,,0,yes,,,,,,
16841,62872,敐,,,,,,0,,,16912,,0,yes,,,,,,
16842,62873,藸,,,,,,0,,,16913,,0,yes,,,,,,
16843,62874,藼,,,,,,0,,,16914,,0,yes,,,,,,
16844,62875,藽,,,,,,0,,,16915,,0,yes,,,,,,
16845,62876,敓,,,,,,0,,,16916,,0,yes,,,,,,
16846,62877,蘁,,,,,,0,,,16917,,0,yes,,,,,,
16847,62878,蘃,,,,,,0,,,16918,,0,yes,,,,,,
16848,62879,蘈,,,,,,0,,,16919,,0,yes,,,,,,
16849,62880,蘉,,,,,,0,,,16920,,0,yes,,,,,,
16850,62881,蘌,,,,,,0,,,16921,,0,yes,,,,,,
16851,62882,蘍,,,,,,0,,,16922,,0,yes,,,,,,
16852,62883,蘎,,,,,,0,,,16923,,0,yes,,,,,,
16853,62884,蘏,,,,,,0,,,16924,,0,yes,,,,,,
16854,62885,圅,,,,,,0,,,16925,,0,yes,,,,,,
16855,62886,蘔,,,,,,0,,,16926,,0,yes,,,,,,
16856,62887,蘕,,,,,,0,,,16927,,0,yes,,,,,,
16857,62888,敚,,,,,,0,,,16928,,0,yes,,,,,,
16858,62889,蘛,,,,,,0,,,16929,,0,yes,,,,,,
16859,62890,蘜,,,,,,0,,,16930,,0,yes,,,,,,
16860,62891,蘝,,,,,,0,,,16931,,0,yes,,,,,,
16861,62892,蘟,,,,,,0,,,16932,,0,yes,,,,,,
16862,62893,蘠,,,,,,0,,,16933,,0,yes,,,,,,
16863,62894,屧,,,,,,0,,,16934,,0,yes,,,,,,
16864,62895,蘣,,,,,,0,,,16935,,0,yes,,,,,,
16865,62896,蘤,,,,,,0,,,16936,,0,yes,,,,,,
16866,62897,蘥,,,,,,0,,,16937,,0,yes,,,,,,
16867,62898,蘦,,,,,,0,,,16938,,0,yes,,,,,,
16868,62899,蘨,,,,,,0,,,16939,,0,yes,,,,,,
16869,62900,蘪,,,,,,0,,,16940,,0,yes,,,,,,
16870,62901,蘫,,,,,,0,,,16941,,0,yes,,,,,,
16871,62902,蘬,,,,,,0,,,16942,,0,yes,,,,,,
16872,62903,蘮,,,,,,0,,,16943,,0,yes,,,,,,
16873,62904,敜,,,,,,0,,,16944,,0,yes,,,,,,
16874,62905,蘱,,,,,,0,,,16945,,0,yes,,,,,,
16875,62906,蘲,,,,,,0,,,16946,,0,yes,,,,,,
16876,62907,蘳,,,,,,0,,,16947,,0,yes,,,,,,
16877,62908,敟,,,,,,0,,,16948,,0,yes,,,,,,
16878,62909,蘵,,,,,,0,,,16949,,0,yes,,,,,,
16879,62910,倗,,,,,,0,,,16950,,0,yes,,,,,,
16880,62911,蘹,,,,,,0,,,16951,,0,yes,,,,,,
16881,62912,蘺,,,,,,0,,,16952,,0,yes,,,,,,
16882,62913,蘻,,,,,,0,,,16953,,0,yes,,,,,,
16883,62914,倐,,,,,,0,,,16954,,0,yes,,,,,,
16884,62915,蘽,,,,,,0,,,16955,,0,yes,,,,,,
16885,62916,蘾,,,,,,0,,,16956,,0,yes,,,,,,
16886,62917,虀,,,,,,0,,,16957,,0,yes,,,,,,
16887,62918,虂,,,,,,0,,,16958,,0,yes,,,,,,
16888,62919,虃,,,,,,0,,,16959,,0,yes,,,,,,
16889,62920,虄,,,,,,0,,,16960,,0,yes,,,,,,
16890,62921,虅,,,,,,0,,,16961,,0,yes,,,,,,
16891,62922,虇,,,,,,0,,,16962,,0,yes,,,,,,
16892,62923,虈,,,,,,0,,,16963,,0,yes,,,,,,
16893,62924,敠,,,,,,0,,,16964,,0,yes,,,,,,
16894,62925,虊,,,,,,0,,,16965,,0,yes,,,,,,
16895,62926,虋,,,,,,0,,,16966,,0,yes,,,,,,
16896,62927,虌,,,,,,0,,,16967,,0,yes,,,,,,
16897,62928,倊,,,,,,0,,,16968,,0,yes,,,,,,
16898,62929,倈,,,,,,0,,,16969,,0,yes,,,,,,
16899,62930,虗,,,,,,0,,,16970,,0,yes,,,,,,
16900,62931,虘,,,,,,0,,,16971,,0,yes,,,,,,
16901,62932,敡,,,,,,0,,,16972,,0,yes,,,,,,
16902,62933,虝,,,,,,0,,,16973,,0,yes,,,,,,
16903,62934,虡,,,,,,0,,,16974,,0,yes,,,,,,
16904,62935,虣,,,,,,0,,,16975,,0,yes,,,,,,
16905,62936,敤,,,,,,0,,,16976,,0,yes,,,,,,
16906,62937,虥,,,,,,0,,,16977,,0,yes,,,,,,
16907,62938,虦,,,,,,0,,,16978,,0,yes,,,,,,
16908,62939,虨,,,,,,0,,,16979,,0,yes,,,,,,
16909,62940,倇,,,,,,0,,,16980,,0,yes,,,,,,
16910,62941,虪,,,,,,0,,,16981,,0,yes,,,,,,
16911,62942,虭,,,,,,0,,,16982,,0,yes,,,,,,
16912,62943,敥,,,,,,0,,,16983,,0,yes,,,,,,
16913,62944,虰,,,,,,0,,,16984,,0,yes,,,,,,
16914,62945,虲,,,,,,0,,,16985,,0,yes,,,,,,
16915,62946,虳,,,,,,0,,,16986,,0,yes,,,,,,
16916,62947,虴,,,,,,0,,,16987,,0,yes,,,,,,
16917,62948,倄,,,,,,0,,,16988,,0,yes,,,,,,
16918,62949,虶,,,,,,0,,,16989,,0,yes,,,,,,
16919,62950,屩,,,,,,0,,,16990,,0,yes,,,,,,
16920,62951,虸,,,,,,0,,,16991,,0,yes,,,,,,
16921,62952,敨,,,,,,0,,,16992,,0,yes,,,,,,
16922,62953,倃,,,,,,0,,,16993,,0,yes,,,,,,
16923,62954,敩,,,,,,0,,,16994,,0,yes,,,,,,
16924,62955,敪,,,,,,0,,,16995,,0,yes,,,,,,
16925,62956,屪,,,,,,0,,,16996,,0,yes,,,,,,
16926,62957,俽,,,,,,0,,,16997,,0,yes,,,,,,
16927,62958,蚃,,,,,,0,,,16998,,0,yes,,,,,,
16928,62959,蚄,,,,,,0,,,16999,,0,yes,,,,,,
16929,62960,蚅,,,,,,0,,,17000,,0,yes,,,,,,
16930,62961,蚆,,,,,,0,,,17001,,0,yes,,,,,,
16931,51889,蘯,,,,,,0,,5890,11111,,5890,yes,,,,,,
16932,62962,屫,,,,,,0,,,17002,,0,yes,,,,,,
16933,62963,蚈,,,,,,0,,,17003,,0,yes,,,,,,
16934,62964,俼,,,,,,0,,,17004,,0,yes,,,,,,
16935,62965,敮,,,,,,0,,,17005,,0,yes,,,,,,
16936,62966,蚎,,,,,,0,,,17006,,0,yes,,,,,,
16937,62967,蚏,,,,,,0,,,17007,,0,yes,,,,,,
16938,62968,蚐,,,,,,0,,,17008,,0,yes,,,,,,
16939,62969,敯,,,,,,0,,,17009,,0,yes,,,,,,
16940,62970,俻,,,,,,0,,,17010,,0,yes,,,,,,
16941,62971,蚔,,,,,,0,,,17011,,0,yes,,,,,,
16942,62972,蚖,,,,,,0,,,17012,,0,yes,,,,,,
16943,62973,蚗,,,,,,0,,,17013,,0,yes,,,,,,
16944,62974,蚙,,,,,,0,,,17014,,0,yes,,,,,,
16945,62975,蚚,,,,,,0,,,17015,,0,yes,,,,,,
16946,62976,蚛,,,,,,0,,,17016,,0,yes,,,,,,
16947,62977,俹,,,,,,0,,,17017,,0,yes,,,,,,
16948,62978,蚞,,,,,,0,,,17018,,0,yes,,,,,,
16949,62979,蚟,,,,,,0,,,17019,,0,yes,,,,,,
16950,62980,蚠,,,,,,0,,,17020,,0,yes,,,,,,
16951,51760,詼,,,,,,0,,5758,11262,,5758,yes,,,,,,
16952,62981,蚢,,,,,,0,,,17021,,0,yes,,,,,,
16953,62982,蚥,,,,,,0,,,17022,,0,yes,,,,,,
16954,62983,敱,,,,,,0,,,17023,,0,yes,,,,,,
16955,62984,俷,,,,,,0,,,17024,,0,yes,,,,,,
16956,62985,屰,,,,,,0,,,17025,,0,yes,,,,,,
16957,62986,敶,,,,,,0,,,17026,,0,yes,,,,,,
16958,62987,蚭,,,,,,0,,,17027,,0,yes,,,,,,
16959,62988,蚮,,,,,,0,,,17028,,0,yes,,,,,,
16960,62989,俴,,,,,,0,,,17029,,0,yes,,,,,,
16961,62990,敹,,,,,,0,,,17030,,0,yes,,,,,,
16962,62991,蚲,,,,,,0,,,17031,,0,yes,,,,,,
16963,62992,俲,,,,,,0,,,17032,,0,yes,,,,,,
16964,62993,敺,,,,,,0,,,17033,,0,yes,,,,,,
16965,62994,蚷,,,,,,0,,,17034,,0,yes,,,,,,
16966,62995,蚹,,,,,,0,,,17035,,0,yes,,,,,,
16967,62996,蚻,,,,,,0,,,17036,,0,yes,,,,,,
16968,62997,蚼,,,,,,0,,,17037,,0,yes,,,,,,
16969,62998,蚽,,,,,,0,,,17038,,0,yes,,,,,,
16970,62999,蚾,,,,,,0,,,17039,,0,yes,,,,,,
16971,63000,圁,,,,,,0,,,17040,,0,yes,,,,,,
16972,63001,敼,,,,,,0,,,17041,,0,yes,,,,,,
16973,63002,蛁,,,,,,0,,,17042,,0,yes,,,,,,
16974,63003,蛂,,,,,,0,,,17043,,0,yes,,,,,,
16975,63004,蛃,,,,,,0,,,17044,,0,yes,,,,,,
16976,63005,蛅,,,,,,0,,,17045,,0,yes,,,,,,
16977,63006,蛈,,,,,,0,,,17046,,0,yes,,,,,,
16978,63007,敽,,,,,,0,,,17047,,0,yes,,,,,,
16979,63008,蛌,,,,,,0,,,17048,,0,yes,,,,,,
16980,63009,囼,,,,,,0,,,17049,,0,yes,,,,,,
16981,52096,禝,,,,,,0,,6102,10947,,6102,yes,,,,,,
16982,63010,敿,,,,,,0,,,17050,,0,yes,,,,,,
16983,63011,俬,,,,,,0,,,17051,,0,yes,,,,,,
16984,63012,蛒,,,,,,0,,,17052,,0,yes,,,,,,
16985,52389,踠,,,,,,0,4429,,12623,,4429,yes,,,,,,
16986,63013,蛓,,,,,,0,,,17053,,0,yes,,,,,,
16987,63014,斀,,,,,,0,,,17054,,0,yes,,,,,,
16988,63015,蛖,,,,,,0,,,17055,,0,yes,,,,,,
16989,63016,蛗,,,,,,0,,,17056,,0,yes,,,,,,
16990,63017,夰,,,,,,0,,,17057,,0,yes,,,,,,
16991,63018,蛚,,,,,,0,,,17058,,0,yes,,,,,,
16992,63019,蛜,,,,,,0,,,17059,,0,yes,,,,,,
16993,63020,蛝,,,,,,0,,,17060,,0,yes,,,,,,
16994,63021,斄,,,,,,0,,,17061,,0,yes,,,,,,
16995,63022,蛡,,,,,,0,,,17062,,0,yes,,,,,,
16996,63023,蛢,,,,,,0,,,17063,,0,yes,,,,,,
16997,63024,蛣,,,,,,0,,,17064,,0,yes,,,,,,
16998,63025,蛥,,,,,,0,,,17065,,0,yes,,,,,,
16999,63026,蛧,,,,,,0,,,17066,,0,yes,,,,,,
17000,63027,蛨,,,,,,0,,,17067,,0,yes,,,,,,
17001,63028,俫,,,,,,0,,,17068,,0,yes,,,,,,
17002,63029,蛪,,,,,,0,,,17069,,0,yes,,,,,,
17003,63030,蛫,,,,,,0,,,17070,,0,yes,,,,,,
17004,63031,斆,,,,,,0,,,17071,,0,yes,,,,,,
17005,63032,斊,,,,,,0,,,17072,,0,yes,,,,,,
17006,63033,俧,,,,,,0,,,17073,,0,yes,,,,,,
17007,63034,斍,,,,,,0,,,17074,,0,yes,,,,,,
17008,50507,齪,,,,,,0,4180,4440,8454,,8620,yes,,,,,,
17009,63035,蛵,,,,,,0,,,17075,,0,yes,,,,,,
17010,63036,蛶,,,,,,0,,,17076,,0,yes,,,,,,
17011,63037,蛷,,,,,,0,,,17077,,0,yes,,,,,,
17012,63038,斏,,,,,,0,,,17078,,0,yes,,,,,,
17013,63039,蛽,,,,,,0,,,17079,,0,yes,,,,,,
17014,63040,蛿,,,,,,0,,,17080,,0,yes,,,,,,
17015,63041,蜁,,,,,,0,,,17081,,0,yes,,,,,,
17016,63042,蜄,,,,,,0,,,17082,,0,yes,,,,,,
17017,63043,斒,,,,,,0,,,17083,,0,yes,,,,,,
17018,63044,蜌,,,,,,0,,,17084,,0,yes,,,,,,
17019,63045,屳,,,,,,0,,,17085,,0,yes,,,,,,
17020,63046,蜏,,,,,,0,,,17086,,0,yes,,,,,,
17021,63047,蜐,,,,,,0,,,17087,,0,yes,,,,,,
17022,63048,俢,,,,,,0,,,17088,,0,yes,,,,,,
17023,63049,蜔,,,,,,0,,,17089,,0,yes,,,,,,
17024,63050,屴,,,,,,0,,,17090,,0,yes,,,,,,
17025,63051,蜖,,,,,,0,,,17091,,0,yes,,,,,,
17026,63052,囸,,,,,,0,,,17092,,0,yes,,,,,,
17027,51748,狠,,,,,,0,3907,5746,7439,,9653,yes,,,,,,
17028,63053,姲,,,,,,0,,,17093,,0,yes,,,,,,
17029,63054,蜝,,,,,,0,,,17094,,0,yes,,,,,,
17030,63055,斘,,,,,,0,,,17095,,0,yes,,,,,,
17031,63056,蜟,,,,,,0,,,17096,,0,yes,,,,,,
17032,63057,蜠,,,,,,0,,,17097,,0,yes,,,,,,
17033,63058,斚,,,,,,0,,,17098,,0,yes,,,,,,
17034,63059,蜤,,,,,,0,,,17099,,0,yes,,,,,,
17035,63060,蜦,,,,,,0,,,17100,,0,yes,,,,,,
17036,63061,蜧,,,,,,0,,,17101,,0,yes,,,,,,
17037,63062,斞,,,,,,0,,,17102,,0,yes,,,,,,
17038,63063,蜪,,,,,,0,,,17103,,0,yes,,,,,,
17039,63064,蜫,,,,,,0,,,17104,,0,yes,,,,,,
17040,63065,蜬,,,,,,0,,,17105,,0,yes,,,,,,
17041,63066,蜭,,,,,,0,,,17106,,0,yes,,,,,,
17042,51369,磽,,,,,,0,,5356,11750,,5356,yes,,,,,,
17043,63067,姳,,,,,,0,,,17107,,0,yes,,,,,,
17044,63068,蜰,,,,,,0,,,17108,,0,yes,,,,,,
17045,51631,碪,,,,,,0,,5626,11482,,5626,yes,,,,,,
17046,63069,俙,,,,,,0,,,17109,,0,yes,,,,,,
17047,63070,蜲,,,,,,0,,,17110,,0,yes,,,,,,
17048,63071,蜳,,,,,,0,,,17111,,0,yes,,,,,,
17049,63072,蜵,,,,,,0,,,17112,,0,yes,,,,,,
17050,63073,蜶,,,,,,0,,,17113,,0,yes,,,,,,
17051,63074,蜸,,,,,,0,,,17114,,0,yes,,,,,,
17052,63075,蜹,,,,,,0,,,17115,,0,yes,,,,,,
17053,63076,蜽,,,,,,0,,,17116,,0,yes,,,,,,
17054,63077,俖,,,,,,0,,,17117,,0,yes,,,,,,
17055,63078,俕,,,,,,0,,,17118,,0,yes,,,,,,
17056,63079,蝁,,,,,,0,,,17119,,0,yes,,,,,,
17057,63080,蝂,,,,,,0,,,17120,,0,yes,,,,,,
17058,63081,斢,,,,,,0,,,17121,,0,yes,,,,,,
17059,63082,蝅,,,,,,0,,,17122,,0,yes,,,,,,
17060,63083,蝆,,,,,,0,,,17123,,0,yes,,,,,,
17061,63084,蝊,,,,,,0,,,17124,,0,yes,,,,,,
17062,63085,斣,,,,,,0,,,17125,,0,yes,,,,,,
17063,63086,蝏,,,,,,0,,,17126,,0,yes,,,,,,
17064,63087,蝐,,,,,,0,,,17127,,0,yes,,,,,,
17065,63088,蝑,,,,,,0,,,17128,,0,yes,,,,,,
17066,63089,蝒,,,,,,0,,,17129,,0,yes,,,,,,
17067,51829,錙,,,,,,0,,5828,11301,,5828,yes,,,,,,
17068,63090,蝔,,,,,,0,,,17130,,0,yes,,,,,,
17069,63091,蝖,,,,,,0,,,17131,,0,yes,,,,,,
17070,63092,蝘,,,,,,0,,,17132,,0,yes,,,,,,
17071,52032,蕕,,,,,,0,,6036,11096,,6036,yes,,,,,,
17072,63093,俒,,,,,,0,,,17133,,0,yes,,,,,,
17073,63094,蝛,,,,,,0,,,17134,,0,yes,,,,,,
17074,63095,蝜,,,,,,0,,,17135,,0,yes,,,,,,
17075,63096,蝝,,,,,,0,,,17136,,0,yes,,,,,,
17076,63097,蝞,,,,,,0,,,17137,,0,yes,,,,,,
17077,63098,蝡,,,,,,0,,,17138,,0,yes,,,,,,
17078,63099,蝢,,,,,,0,,,17139,,0,yes,,,,,,
17079,63100,俋,,,,,,0,,,17140,,0,yes,,,,,,
17080,63101,蝧,,,,,,0,,,17141,,0,yes,,,,,,
17081,63102,蝩,,,,,,0,,,17142,,0,yes,,,,,,
17082,63103,蝫,,,,,,0,,,17143,,0,yes,,,,,,
17083,63104,蝬,,,,,,0,,,17144,,0,yes,,,,,,
17084,51704,餾,,,,,,0,,5701,11443,,5701,yes,,,,,,
17085,63105,蝭,,,,,,0,,,17145,,0,yes,,,,,,
17086,63106,俈,,,,,,0,,,17146,,0,yes,,,,,,
17087,63107,蝳,,,,,,0,,,17147,,0,yes,,,,,,
17088,63108,蝵,,,,,,0,,,17148,,0,yes,,,,,,
17089,63109,蝷,,,,,,0,,,17149,,0,yes,,,,,,
17090,63110,蝹,,,,,,0,,,17150,,0,yes,,,,,,
17091,63111,蝺,,,,,,0,,,17151,,0,yes,,,,,,
17092,63112,俇,,,,,,0,,,17152,,0,yes,,,,,,
17093,51723,埀,,,,,,0,,5720,11432,,5720,yes,,,,,,
17094,63113,斦,,,,,,0,,,17153,,0,yes,,,,,,
17095,63114,斨,,,,,,0,,,17154,,0,yes,,,,,,
17096,63115,屷,,,,,,0,,,17155,,0,yes,,,,,,
17097,52004,譖,,,,,,0,,6008,11147,,6008,yes,,,,,,
17098,51709,紿,,,,,,0,,5706,11449,,5706,yes,,,,,,
17099,63116,螀,,,,,,0,,,17156,,0,yes,,,,,,
17100,63117,螁,,,,,,0,,,17157,,0,yes,,,,,,
17101,63118,俆,,,,,,0,,,17158,,0,yes,,,,,,
17102,63119,侽,,,,,,0,,,17159,,0,yes,,,,,,
17103,63120,斪,,,,,,0,,,17160,,0,yes,,,,,,
17104,63121,螆,,,,,,0,,,17161,,0,yes,,,,,,
17105,63122,螉,,,,,,0,,,17162,,0,yes,,,,,,
17106,63123,螊,,,,,,0,,,17163,,0,yes,,,,,,
17107,63124,斱,,,,,,0,,,17164,,0,yes,,,,,,
17108,63125,螌,,,,,,0,,,17165,,0,yes,,,,,,
17109,63126,螎,,,,,,0,,,17166,,0,yes,,,,,,
17110,63127,螏,,,,,,0,,,17167,,0,yes,,,,,,
17111,63128,螑,,,,,,0,,,17168,,0,yes,,,,,,
17112,63129,螒,,,,,,0,,,17169,,0,yes,,,,,,
17113,63130,螓,,,,,,0,,,17170,,0,yes,,,,,,
17114,63131,螔,,,,,,0,,,17171,,0,yes,,,,,,
17115,63132,斳,,,,,,0,,,17172,,0,yes,,,,,,
17116,63133,螖,,,,,,0,,,17173,,0,yes,,,,,,
17117,63134,斴,,,,,,0,,,17174,,0,yes,,,,,,
17118,63135,斵,,,,,,0,,,17175,,0,yes,,,,,,
17119,63136,螚,,,,,,0,,,17176,,0,yes,,,,,,
17120,63137,螛,,,,,,0,,,17177,,0,yes,,,,,,
17121,63138,螜,,,,,,0,,,17178,,0,yes,,,,,,
17122,63139,螝,,,,,,0,,,17179,,0,yes,,,,,,
17123,63140,侻,,,,,,0,,,17180,,0,yes,,,,,,
17124,63141,螡,,,,,,0,,,17181,,0,yes,,,,,,
17125,63142,侺,,,,,,0,,,17182,,0,yes,,,,,,
17126,63143,斶,,,,,,0,,,17183,,0,yes,,,,,,
17127,63144,斸,,,,,,0,,,17184,,0,yes,,,,,,
17128,63145,螦,,,,,,0,,,17185,,0,yes,,,,,,
17129,63146,斺,,,,,,0,,,17186,,0,yes,,,,,,
17130,63147,螩,,,,,,0,,,17187,,0,yes,,,,,,
17131,63148,螪,,,,,,0,,,17188,,0,yes,,,,,,
17132,63149,斻,,,,,,0,,,17189,,0,yes,,,,,,
17133,63150,屸,,,,,,0,,,17190,,0,yes,,,,,,
17134,63151,螰,,,,,,0,,,17191,,0,yes,,,,,,
17135,63152,旇,,,,,,0,,,17192,,0,yes,,,,,,
17136,63153,螲,,,,,,0,,,17193,,0,yes,,,,,,
17137,63154,螴,,,,,,0,,,17194,,0,yes,,,,,,
17138,63155,侸,,,,,,0,,,17195,,0,yes,,,,,,
17139,63156,螶,,,,,,0,,,17196,,0,yes,,,,,,
17140,63157,旊,,,,,,0,,,17197,,0,yes,,,,,,
17141,63158,螸,,,,,,0,,,17198,,0,yes,,,,,,
17142,63159,螹,,,,,,0,,,17199,,0,yes,,,,,,
17143,63160,螼,,,,,,0,,,17200,,0,yes,,,,,,
17144,63161,旍,,,,,,0,,,17201,,0,yes,,,,,,
17145,63162,墴,,,,,,0,,,17202,,0,yes,,,,,,
17146,63163,蟂,,,,,,0,,,17203,,0,yes,,,,,,
17147,63164,蟃,,,,,,0,,,17204,,0,yes,,,,,,
17148,63165,蟉,,,,,,0,,,17205,,0,yes,,,,,,
17149,63166,侳,,,,,,0,,,17206,,0,yes,,,,,,
17150,63167,侱,,,,,,0,,,17207,,0,yes,,,,,,
17151,63168,蟍,,,,,,0,,,17208,,0,yes,,,,,,
17152,63169,侰,,,,,,0,,,17209,,0,yes,,,,,,
17153,63170,蟏,,,,,,0,,,17210,,0,yes,,,,,,
17154,63171,囩,,,,,,0,,,17211,,0,yes,,,,,,
17155,63172,蟓,,,,,,0,,,17212,,0,yes,,,,,,
17156,52231,杝,,,,,,0,3873,,13339,,3873,yes,,,,,,
17157,63173,蟔,,,,,,0,,,17213,,0,yes,,,,,,
17158,63174,蟕,,,,,,0,,,17214,,0,yes,,,,,,
17159,63175,蟗,,,,,,0,,,17215,,0,yes,,,,,,
17160,63176,蟘,,,,,,0,,,17216,,0,yes,,,,,,
17161,63177,蟙,,,,,,0,,,17217,,0,yes,,,,,,
17162,63178,蟚,,,,,,0,,,17218,,0,yes,,,,,,
17163,63179,旑,,,,,,0,,,17219,,0,yes,,,,,,
17164,63180,蟝,,,,,,0,,,17220,,0,yes,,,,,,
17165,63181,蟞,,,,,,0,,,17221,,0,yes,,,,,,
17166,63182,蟟,,,,,,0,,,17222,,0,yes,,,,,,
17167,63183,蟡,,,,,,0,,,17223,,0,yes,,,,,,
17168,63184,蟢,,,,,,0,,,17224,,0,yes,,,,,,
17169,63185,蟤,,,,,,0,,,17225,,0,yes,,,,,,
17170,63186,旓,,,,,,0,,,17226,,0,yes,,,,,,
17171,63187,蟦,,,,,,0,,,17227,,0,yes,,,,,,
17172,63188,蟧,,,,,,0,,,17228,,0,yes,,,,,,
17173,63189,蟨,,,,,,0,,,17229,,0,yes,,,,,,
17174,63190,蟩,,,,,,0,,,17230,,0,yes,,,,,,
17175,63191,旔,,,,,,0,,,17231,,0,yes,,,,,,
17176,63192,屻,,,,,,0,,,17232,,0,yes,,,,,,
17177,63193,蟭,,,,,,0,,,17233,,0,yes,,,,,,
17178,63194,屽,,,,,,0,,,17234,,0,yes,,,,,,
17179,63195,墱,,,,,,0,,,17235,,0,yes,,,,,,
17180,63196,蟰,,,,,,0,,,17236,,0,yes,,,,,,
17181,63197,蟱,,,,,,0,,,17237,,0,yes,,,,,,
17182,63198,蟴,,,,,,0,,,17238,,0,yes,,,,,,
