Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
16355,62405,摿,,,,,,0,,,16445,,0,yes,,,,,,
16356,62406,苸,,,,,,0,,,16446,,0,yes,,,,,,
16357,51973,靦,,,,,,0,,5977,10469,,5977,yes,,,,,,
16358,62407,苼,,,,,,0,,,16447,,0,yes,,,,,,
16359,62408,苿,,,,,,0,,,16448,,0,yes,,,,,,
16360,62409,傹,,,,,,0,,,16449,,0,yes,,,,,,
16361,62410,傸,,,,,,0,,,16450,,0,yes,,,,,,
16362,62411,傶,,,,,,0,,,16451,,0,yes,,,,,,
16363,62412,茇,,,,,,0,,,16452,,0,yes,,,,,,
16364,62413,茊,,,,,,0,,,16453,,0,yes,,,,,,
16365,62414,撀,,,,,,0,,,16454,,0,yes,,,,,,
16366,62415,撁,,,,,,0,,,16455,,0,yes,,,,,,
16367,62416,茐,,,,,,0,,,16456,,0,yes,,,,,,
16368,62417,姛,,,,,,0,,,16457,,0,yes,,,,,,
16369,51609,疔,,,,,,0,4049,5604,6804,,9653,yes,,,,,,
16370,62418,茒,,,,,,0,,,16458,,0,yes,,,,,,
16371,62419,撆,,,,,,0,,,16459,,0,yes,,,,,,
16372,62420,傱,,,,,,0,,,16460,,0,yes,,,,,,
16373,62421,傰,,,,,,0,,,16461,,0,yes,,,,,,
16374,62422,尦,,,,,,0,,,16462,,0,yes,,,,,,
16375,62423,撉,,,,,,0,,,16463,,0,yes,,,,,,
16376,62424,傮,,,,,,0,,,16464,,0,yes,,,,,,
16377,62425,撊,,,,,,0,,,16465,,0,yes,,,,,,
16378,62426,撋,,,,,,0,,,16466,,0,yes,,,,,,
16379,62427,茠,,,,,,0,,,16467,,0,yes,,,,,,
16380,62428,茡,,,,,,0,,,16468,,0,yes,,,,,,
16381,62429,茤,,,,,,0,,,16469,,0,yes,,,,,,
16382,62430,茥,,,,,,0,,,16470,,0,yes,,,,,,
16383,62431,茦,,,,,,0,,,16471,,0,yes,,,,,,
16384,62432,傫,,,,,,0,,,16472,,0,yes,,,,,,
16385,62433,茩,,,,,,0,,,16473,,0,yes,,,,,,
16386,62434,茪,,,,,,0,,,16474,,0,yes,,,,,,
16387,62435,撌,,,,,,0,,,16475,,0,yes,,,,,,
16388,51885,麸,,,,,,0,3880,5886,6709,,9766,yes,,,,,,
16389,62436,撍,,,,,,0,,,16476,,0,yes,,,,,,
16390,62437,撎,,,,,,0,,,16477,,0,yes,,,,,,
16391,62438,茰,,,,,,0,,,16478,,0,yes,,,,,,
16392,62439,撏,,,,,,0,,,16479,,0,yes,,,,,,
16393,62440,傦,,,,,,0,,,16480,,0,yes,,,,,,
16394,62441,茺,,,,,,0,,,16481,,0,yes,,,,,,
16395,62442,茻,,,,,,0,,,16482,,0,yes,,,,,,
16396,62443,圢,,,,,,0,,,16483,,0,yes,,,,,,
16397,62444,茽,,,,,,0,,,16484,,0,yes,,,,,,
16398,62445,茾,,,,,,0,,,16485,,0,yes,,,,,,
16399,62446,茿,,,,,,0,,,16486,,0,yes,,,,,,
16400,62447,荁,,,,,,0,,,16487,,0,yes,,,,,,
16401,62448,傤,,,,,,0,,,16488,,0,yes,,,,,,
16402,62449,撔,,,,,,0,,,16489,,0,yes,,,,,,
16403,62450,傡,,,,,,0,,,16490,,0,yes,,,,,,
16404,62451,荋,,,,,,0,,,16491,,0,yes,,,,,,
16405,62452,荌,,,,,,0,,,16492,,0,yes,,,,,,
16406,62453,傠,,,,,,0,,,16493,,0,yes,,,,,,
16407,62454,尩,,,,,,0,,,16494,,0,yes,,,,,,
16408,62455,荓,,,,,,0,,,16495,,0,yes,,,,,,
16409,62456,荕,,,,,,0,,,16496,,0,yes,,,,,,
16410,62457,荗,,,,,,0,,,16497,,0,yes,,,,,,
16411,62458,撗,,,,,,0,,,16498,,0,yes,,,,,,
16412,62459,撘,,,,,,0,,,16499,,0,yes,,,,,,
16413,62460,圠,,,,,,0,,,16500,,0,yes,,,,,,
16414,62461,撛,,,,,,0,,,16501,,0,yes,,,,,,
16415,62462,荝,,,,,,0,,,16502,,0,yes,,,,,,
16416,62463,傟,,,,,,0,,,16503,,0,yes,,,,,,
16417,62464,傞,,,,,,0,,,16504,,0,yes,,,,,,
16418,62465,撜,,,,,,0,,,16505,,0,yes,,,,,,
16419,62466,傝,,,,,,0,,,16506,,0,yes,,,,,,
16420,62467,撠,,,,,,0,,,16507,,0,yes,,,,,,
16421,62468,撡,,,,,,0,,,16508,,0,yes,,,,,,
16422,62469,傗,,,,,,0,,,16509,,0,yes,,,,,,
16423,62470,傓,,,,,,0,,,16510,,0,yes,,,,,,
16424,62471,撢,,,,,,0,,,16511,,0,yes,,,,,,
16425,62472,夵,,,,,,0,,,16512,,0,yes,,,,,,
16426,62473,撧,,,,,,0,,,16513,,0,yes,,,,,,
16427,62474,傐,,,,,,0,,,16514,,0,yes,,,,,,
16428,62475,墽,,,,,,0,,,16515,,0,yes,,,,,,
16429,62476,撪,,,,,,0,,,16516,,0,yes,,,,,,
16430,62477,傏,,,,,,0,,,16517,,0,yes,,,,,,
16431,62478,荰,,,,,,0,,,16518,,0,yes,,,,,,
16432,62479,荱,,,,,,0,,,16519,,0,yes,,,,,,
16433,62480,荲,,,,,,0,,,16520,,0,yes,,,,,,
16434,62481,荴,,,,,,0,,,16521,,0,yes,,,,,,
16435,62482,荶,,,,,,0,,,16522,,0,yes,,,,,,
16436,62483,荹,,,,,,0,,,16523,,0,yes,,,,,,
16437,62484,荺,,,,,,0,,,16524,,0,yes,,,,,,
16438,62485,荾,,,,,,0,,,16525,,0,yes,,,,,,
16439,62486,尮,,,,,,0,,,16526,,0,yes,,,,,,
16440,62487,莀,,,,,,0,,,16527,,0,yes,,,,,,
16441,62488,莁,,,,,,0,,,16528,,0,yes,,,,,,
16442,62489,傋,,,,,,0,,,16529,,0,yes,,,,,,
16443,62490,傇,,,,,,0,,,16530,,0,yes,,,,,,
16444,62491,莈,,,,,,0,,,16531,,0,yes,,,,,,
16445,62492,撯,,,,,,0,,,16532,,0,yes,,,,,,
16446,62493,莌,,,,,,0,,,16533,,0,yes,,,,,,
16447,62494,傆,,,,,,0,,,16534,,0,yes,,,,,,
16448,62495,莏,,,,,,0,,,16535,,0,yes,,,,,,
16449,62496,莐,,,,,,0,,,16536,,0,yes,,,,,,
16450,62497,莑,,,,,,0,,,16537,,0,yes,,,,,,
16451,62498,撱,,,,,,0,,,16538,,0,yes,,,,,,
16452,62499,撴,,,,,,0,,,16539,,0,yes,,,,,,
16453,62500,莗,,,,,,0,,,16540,,0,yes,,,,,,
16454,62501,尯,,,,,,0,,,16541,,0,yes,,,,,,
16455,62502,撶,,,,,,0,,,16542,,0,yes,,,,,,
16456,62503,姠,,,,,,0,,,16543,,0,yes,,,,,,
16457,62504,莡,,,,,,0,,,16544,,0,yes,,,,,,
16458,62505,莣,,,,,,0,,,16545,,0,yes,,,,,,
16459,62506,莤,,,,,,0,,,16546,,0,yes,,,,,,
16460,62507,莥,,,,,,0,,,16547,,0,yes,,,,,,
16461,62508,莦,,,,,,0,,,16548,,0,yes,,,,,,
16462,62509,尲,,,,,,0,,,16549,,0,yes,,,,,,
16463,62510,莭,,,,,,0,,,16550,,0,yes,,,,,,
16464,62511,莮,,,,,,0,,,16551,,0,yes,,,,,,
16465,62512,莯,,,,,,0,,,16552,,0,yes,,,,,,
16466,62513,尳,,,,,,0,,,16553,,0,yes,,,,,,
16467,62514,撽,,,,,,0,,,16554,,0,yes,,,,,,
16468,62515,姡,,,,,,0,,,16555,,0,yes,,,,,,
16469,62516,擃,,,,,,0,,,16556,,0,yes,,,,,,
16470,62517,圛,,,,,,0,,,16557,,0,yes,,,,,,
16471,62518,傄,,,,,,0,,,16558,,0,yes,,,,,,
16472,62519,擆,,,,,,0,,,16559,,0,yes,,,,,,
16473,62520,擈,,,,,,0,,,16560,,0,yes,,,,,,
16474,62521,擉,,,,,,0,,,16561,,0,yes,,,,,,
16475,62522,菃,,,,,,0,,,16562,,0,yes,,,,,,
16476,62523,菄,,,,,,0,,,16563,,0,yes,,,,,,
16477,62524,菆,,,,,,0,,,16564,,0,yes,,,,,,
16478,62525,傁,,,,,,0,,,16565,,0,yes,,,,,,
16479,62526,菋,,,,,,0,,,16566,,0,yes,,,,,,
16480,51756,殫,,,,,,0,,5754,10812,,5754,yes,,,,,,
16481,62527,菍,,,,,,0,,,16567,,0,yes,,,,,,
16482,62528,菐,,,,,,0,,,16568,,0,yes,,,,,,
16483,62529,菒,,,,,,0,,,16569,,0,yes,,,,,,
16484,62530,圚,,,,,,0,,,16570,,0,yes,,,,,,
16485,62531,菕,,,,,,0,,,16571,,0,yes,,,,,,
16486,62532,菗,,,,,,0,,,16572,,0,yes,,,,,,
16487,51925,鮃,,,,,,0,3581,5928,7063,,9509,yes,,,,,,
16488,62533,菙,,,,,,0,,,16573,,0,yes,,,,,,
16489,62534,菚,,,,,,0,,,16574,,0,yes,,,,,,
16490,62535,擌,,,,,,0,,,16575,,0,yes,,,,,,
16491,62536,菞,,,,,,0,,,16576,,0,yes,,,,,,
16492,62537,偼,,,,,,0,,,16577,,0,yes,,,,,,
16493,62538,菢,,,,,,0,,,16578,,0,yes,,,,,,
16494,62539,菣,,,,,,0,,,16579,,0,yes,,,,,,
16495,50477,齷,,,,,,0,4136,4407,8036,,8543,yes,,,,,,
16496,62540,擏,,,,,,0,,,16580,,0,yes,,,,,,
16497,62541,擑,,,,,,0,,,16581,,0,yes,,,,,,
16498,62542,菦,,,,,,0,,,16582,,0,yes,,,,,,
16499,62543,菧,,,,,,0,,,16583,,0,yes,,,,,,
16500,62544,擓,,,,,,0,,,16584,,0,yes,,,,,,
16501,62545,尵,,,,,,0,,,16585,,0,yes,,,,,,
16502,62546,菬,,,,,,0,,,16586,,0,yes,,,,,,
16503,62547,菭,,,,,,0,,,16587,,0,yes,,,,,,
16504,62548,菮,,,,,,0,,,16588,,0,yes,,,,,,
16505,62549,菳,,,,,,0,,,16589,,0,yes,,,,,,
16506,62550,菵,,,,,,0,,,16590,,0,yes,,,,,,
16507,62551,偺,,,,,,0,,,16591,,0,yes,,,,,,
16508,62552,偹,,,,,,0,,,16592,,0,yes,,,,,,
16509,62553,菺,,,,,,0,,,16593,,0,yes,,,,,,
16510,62554,菾,,,,,,0,,,16594,,0,yes,,,,,,
16511,62555,擖,,,,,,0,,,16595,,0,yes,,,,,,
16512,62556,萀,,,,,,0,,,16596,,0,yes,,,,,,
16513,62557,偳,,,,,,0,,,16597,,0,yes,,,,,,
16514,62558,萂,,,,,,0,,,16598,,0,yes,,,,,,
16515,62559,萅,,,,,,0,,,16599,,0,yes,,,,,,
16516,62560,擗,,,,,,0,,,16600,,0,yes,,,,,,
16517,62561,萈,,,,,,0,,,16601,,0,yes,,,,,,
16518,62562,萉,,,,,,0,,,16602,,0,yes,,,,,,
16519,62563,偱,,,,,,0,,,16603,,0,yes,,,,,,
16520,62564,萐,,,,,,0,,,16604,,0,yes,,,,,,
16521,62565,萒,,,,,,0,,,16605,,0,yes,,,,,,
16522,62566,萔,,,,,,0,,,16606,,0,yes,,,,,,
16523,62567,擙,,,,,,0,,,16607,,0,yes,,,,,,
16524,62568,萖,,,,,,0,,,16608,,0,yes,,,,,,
16525,62569,擛,,,,,,0,,,16609,,0,yes,,,,,,
16526,62570,擜,,,,,,0,,,16610,,0,yes,,,,,,
16527,62571,萙,,,,,,0,,,16611,,0,yes,,,,,,
16528,62572,萚,,,,,,0,,,16612,,0,yes,,,,,,
16529,62573,萛,,,,,,0,,,16613,,0,yes,,,,,,
16530,62574,擝,,,,,,0,,,16614,,0,yes,,,,,,
16531,62575,尶,,,,,,0,,,16615,,0,yes,,,,,,
16532,62576,萞,,,,,,0,,,16616,,0,yes,,,,,,
16533,62577,萟,,,,,,0,,,16617,,0,yes,,,,,,
16534,62578,萡,,,,,,0,,,16618,,0,yes,,,,,,
16535,62579,擟,,,,,,0,,,16619,,0,yes,,,,,,
16536,62580,偮,,,,,,0,,,16620,,0,yes,,,,,,
16537,62581,萫,,,,,,0,,,16621,,0,yes,,,,,,
16538,62582,萭,,,,,,0,,,16622,,0,yes,,,,,,
16539,62583,萮,,,,,,0,,,16623,,0,yes,,,,,,
16540,62584,萯,,,,,,0,,,16624,,0,yes,,,,,,
16541,62585,萰,,,,,,0,,,16625,,0,yes,,,,,,
16542,62586,萲,,,,,,0,,,16626,,0,yes,,,,,,
16543,62587,圗,,,,,,0,,,16627,,0,yes,,,,,,
16544,62588,萴,,,,,,0,,,16628,,0,yes,,,,,,
16545,62589,萶,,,,,,0,,,16629,,0,yes,,,,,,
16546,62590,萷,,,,,,0,,,16630,,0,yes,,,,,,
16547,62591,萹,,,,,,0,,,16631,,0,yes,,,,,,
16548,62592,萺,,,,,,0,,,16632,,0,yes,,,,,,
16549,62593,萻,,,,,,0,,,16633,,0,yes,,,,,,
16550,62594,萾,,,,,,0,,,16634,,0,yes,,,,,,
16551,62595,萿,,,,,,0,,,16635,,0,yes,,,,,,
16552,62596,葀,,,,,,0,,,16636,,0,yes,,,,,,
16553,62597,葁,,,,,,0,,,16637,,0,yes,,,,,,
16554,62598,葂,,,,,,0,,,16638,,0,yes,,,,,,
16555,52071,搶,,,,,,0,4380,6077,6181,,10457,yes,,,,,,
16556,62599,擨,,,,,,0,,,16639,,0,yes,,,,,,
16557,62600,葄,,,,,,0,,,16640,,0,yes,,,,,,
16558,62601,葇,,,,,,0,,,16641,,0,yes,,,,,,
16559,62602,偭,,,,,,0,,,16642,,0,yes,,,,,,
16560,62603,擩,,,,,,0,,,16643,,0,yes,,,,,,
16561,62604,葋,,,,,,0,,,16644,,0,yes,,,,,,
16562,62605,葌,,,,,,0,,,16645,,0,yes,,,,,,
16563,62606,葍,,,,,,0,,,16646,,0,yes,,,,,,
16564,62607,葏,,,,,,0,,,16647,,0,yes,,,,,,
16565,62608,葐,,,,,,0,,,16648,,0,yes,,,,,,
16566,62609,擪,,,,,,0,,,16649,,0,yes,,,,,,
16567,62610,擫,,,,,,0,,,16650,,0,yes,,,,,,
16568,62611,葔,,,,,,0,,,16651,,0,yes,,,,,,
16569,62612,葕,,,,,,0,,,16652,,0,yes,,,,,,
16570,62613,擭,,,,,,0,,,16653,,0,yes,,,,,,
16571,62614,偫,,,,,,0,,,16654,,0,yes,,,,,,
16572,62615,葙,,,,,,0,,,16655,,0,yes,,,,,,
16573,62616,擮,,,,,,0,,,16656,,0,yes,,,,,,
16574,62617,圔,,,,,,0,,,16657,,0,yes,,,,,,
16575,62618,葝,,,,,,0,,,16658,,0,yes,,,,,,
16576,62619,葞,,,,,,0,,,16659,,0,yes,,,,,,
16577,62620,葠,,,,,,0,,,16660,,0,yes,,,,,,
16578,62621,葤,,,,,,0,,,16661,,0,yes,,,,,,
16579,62622,擳,,,,,,0,,,16662,,0,yes,,,,,,
16580,62623,葧,,,,,,0,,,16663,,0,yes,,,,,,
16581,62624,葨,,,,,,0,,,16664,,0,yes,,,,,,
16582,62625,偩,,,,,,0,,,16665,,0,yes,,,,,,
16583,62626,偨,,,,,,0,,,16666,,0,yes,,,,,,
16584,62627,葲,,,,,,0,,,16667,,0,yes,,,,,,
16585,62628,葴,,,,,,0,,,16668,,0,yes,,,,,,
16586,62629,擵,,,,,,0,,,16669,,0,yes,,,,,,
16587,62630,擸,,,,,,0,,,16670,,0,yes,,,,,,
16588,62631,葻,,,,,,0,,,16671,,0,yes,,,,,,
16589,51573,倥,,,,,,0,,5568,11103,,5568,yes,,,,,,
16590,62632,葼,,,,,,0,,,16672,,0,yes,,,,,,
16591,62633,擹,,,,,,0,,,16673,,0,yes,,,,,,
16592,62634,葾,,,,,,0,,,16674,,0,yes,,,,,,
16593,62635,葿,,,,,,0,,,16675,,0,yes,,,,,,
16594,62636,蒀,,,,,,0,,,16676,,0,yes,,,,,,
16595,62637,蒁,,,,,,0,,,16677,,0,yes,,,,,,
16596,62638,蒃,,,,,,0,,,16678,,0,yes,,,,,,
16597,62639,偧,,,,,,0,,,16679,,0,yes,,,,,,
16598,62640,蒆,,,,,,0,,,16680,,0,yes,,,,,,
16599,62641,擼,,,,,,0,,,16681,,0,yes,,,,,,
16600,62642,擿,,,,,,0,,,16682,,0,yes,,,,,,
16601,62643,攁,,,,,,0,,,16683,,0,yes,,,,,,
16602,62644,攂,,,,,,0,,,16684,,0,yes,,,,,,
16603,62645,攃,,,,,,0,,,16685,,0,yes,,,,,,
16604,62646,姢,,,,,,0,,,16686,,0,yes,,,,,,
16605,62647,攆,,,,,,0,,,16687,,0,yes,,,,,,
16606,62648,蒏,,,,,,0,,,16688,,0,yes,,,,,,
16607,62649,蒑,,,,,,0,,,16689,,0,yes,,,,,,
16608,62650,偤,,,,,,0,,,16690,,0,yes,,,,,,
16609,62651,蒖,,,,,,0,,,16691,,0,yes,,,,,,
16610,62652,蒘,,,,,,0,,,16692,,0,yes,,,,,,
16611,62653,蒚,,,,,,0,,,16693,,0,yes,,,,,,
16612,62654,蒛,,,,,,0,,,16694,,0,yes,,,,,,
16613,62655,攇,,,,,,0,,,16695,,0,yes,,,,,,
16614,62656,蒞,,,,,,0,,,16696,,0,yes,,,,,,
16615,62657,蒠,,,,,,0,,,16697,,0,yes,,,,,,
16616,62658,夳,,,,,,0,,,16698,,0,yes,,,,,,
16617,62659,蒣,,,,,,0,,,16699,,0,yes,,,,,,
16618,62660,蒤,,,,,,0,,,16700,,0,yes,,,,,,
16619,62661,蒥,,,,,,0,,,16701,,0,yes,,,,,,
16620,62662,蒦,,,,,,0,,,16702,,0,yes,,,,,,
16621,62663,蒩,,,,,,0,,,16703,,0,yes,,,,,,
16622,62664,墷,,,,,,0,,,16704,,0,yes,,,,,,
16623,62665,蒫,,,,,,0,,,16705,,0,yes,,,,,,
16624,62666,蒬,,,,,,0,,,16706,,0,yes,,,,,,
16625,62667,蒮,,,,,,0,,,16707,,0,yes,,,,,,
16626,62668,蒰,,,,,,0,,,16708,,0,yes,,,,,,
16627,62669,攊,,,,,,0,,,16709,,0,yes,,,,,,
16628,62670,蒳,,,,,,0,,,16710,,0,yes,,,,,,
16629,62671,蒵,,,,,,0,,,16711,,0,yes,,,,,,
16630,62672,蒶,,,,,,0,,,16712,,0,yes,,,,,,
16631,62673,蒷,,,,,,0,,,16713,,0,yes,,,,,,
16632,62674,攋,,,,,,0,,,16714,,0,yes,,,,,,
16633,62675,偢,,,,,,0,,,16715,,0,yes,,,,,,
16634,62676,蓃,,,,,,0,,,16716,,0,yes,,,,,,
16635,62677,蓅,,,,,,0,,,16717,,0,yes,,,,,,
16636,62678,攌,,,,,,0,,,16718,,0,yes,,,,,,
16637,62679,蓈,,,,,,0,,,16719,,0,yes,,,,,,
16638,62680,蓌,,,,,,0,,,16720,,0,yes,,,,,,
16639,62681,蓎,,,,,,0,,,16721,,0,yes,,,,,,
16640,52049,堽,,,,,,0,,6053,10668,,6053,yes,,,,,,
16641,62682,攍,,,,,,0,,,16722,,0,yes,,,,,,
16642,62683,蓒,,,,,,0,,,16723,,0,yes,,,,,,
16643,62684,偟,,,,,,0,,,16724,,0,yes,,,,,,
16644,62685,蓔,,,,,,0,,,16725,,0,yes,,,,,,
16645,62686,蓕,,,,,,0,,,16726,,0,yes,,,,,,
16646,62687,蓗,,,,,,0,,,16727,,0,yes,,,,,,
16647,62688,蓘,,,,,,0,,,16728,,0,yes,,,,,,
16648,62689,蓛,,,,,,0,,,16729,,0,yes,,,,,,
16649,62690,蓞,,,,,,0,,,16730,,0,yes,,,,,,
16650,62691,攎,,,,,,0,,,16731,,0,yes,,,,,,
16651,62692,蓡,,,,,,0,,,16732,,0,yes,,,,,,
16652,51919,殍,,,,,,0,,5922,10810,,5922,yes,,,,,,
16653,62693,蓢,,,,,,0,,,16733,,0,yes,,,,,,
16654,62694,屇,,,,,,0,,,16734,,0,yes,,,,,,
16655,62695,蓤,,,,,,0,,,16735,,0,yes,,,,,,
16656,62696,偞,,,,,,0,,,16736,,0,yes,,,,,,
16657,62697,偝,,,,,,0,,,16737,,0,yes,,,,,,
16658,62698,攐,,,,,,0,,,16738,,0,yes,,,,,,
16659,62699,偛,,,,,,0,,,16739,,0,yes,,,,,,
16660,62700,蓩,,,,,,0,,,16740,,0,yes,,,,,,
16661,62701,蓪,,,,,,0,,,16741,,0,yes,,,,,,
16662,62702,蓫,,,,,,0,,,16742,,0,yes,,,,,,
16663,62703,蓭,,,,,,0,,,16743,,0,yes,,,,,,
16664,62704,姩,,,,,,0,,,16744,,0,yes,,,,,,
16665,62705,攓,,,,,,0,,,16745,,0,yes,,,,,,
16666,62706,蓲,,,,,,0,,,16746,,0,yes,,,,,,
16667,62707,蓳,,,,,,0,,,16747,,0,yes,,,,,,
16668,62708,蓵,,,,,,0,,,16748,,0,yes,,,,,,
16669,62709,蓶,,,,,,0,,,16749,,0,yes,,,,,,
16670,62710,蓷,,,,,,0,,,16750,,0,yes,,,,,,
16671,62711,蓸,,,,,,0,,,16751,,0,yes,,,,,,
16672,62712,蓹,,,,,,0,,,16752,,0,yes,,,,,,
16673,62713,蓻,,,,,,0,,,16753,,0,yes,,,,,,
16674,62714,偙,,,,,,0,,,16754,,0,yes,,,,,,
16675,62715,蓾,,,,,,0,,,16755,,0,yes,,,,,,
16676,62716,墶,,,,,,0,,,16756,,0,yes,,,,,,
16677,62717,蔁,,,,,,0,,,16757,,0,yes,,,,,,
16678,62718,蔂,,,,,,0,,,16758,,0,yes,,,,,,
16679,62719,攕,,,,,,0,,,16759,,0,yes,,,,,,
16680,62720,蔄,,,,,,0,,,16760,,0,yes,,,,,,
16681,62721,蔅,,,,,,0,,,16761,,0,yes,,,,,,
16682,62722,攗,,,,,,0,,,16762,,0,yes,,,,,,
16683,62723,蔇,,,,,,0,,,16763,,0,yes,,,,,,
16684,62724,蔈,,,,,,0,,,16764,,0,yes,,,,,,
16685,62725,蔉,,,,,,0,,,16765,,0,yes,,,,,,
16686,62726,蔊,,,,,,0,,,16766,,0,yes,,,,,,
16687,62727,蔋,,,,,,0,,,16767,,0,yes,,,,,,
16688,62728,攚,,,,,,0,,,16768,,0,yes,,,,,,
16689,62729,蔍,,,,,,0,,,16769,,0,yes,,,,,,
16690,62730,屒,,,,,,0,,,16770,,0,yes,,,,,,
16691,62731,蔏,,,,,,0,,,16771,,0,yes,,,,,,
16692,62732,蔐,,,,,,0,,,16772,,0,yes,,,,,,
16693,62733,蔒,,,,,,0,,,16773,,0,yes,,,,,,
16694,62734,蔖,,,,,,0,,,16774,,0,yes,,,,,,
16695,62735,蔙,,,,,,0,,,16775,,0,yes,,,,,,
16696,62736,蔛,,,,,,0,,,16776,,0,yes,,,,,,
16697,62737,蔜,,,,,,0,,,16777,,0,yes,,,,,,
16698,62738,蔝,,,,,,0,,,16778,,0,yes,,,,,,
16699,62739,偔,,,,,,0,,,16779,,0,yes,,,,,,
16700,50848,鶩,,,,,,0,4511,4814,7454,,9325,yes,,,,,,
16701,62740,蔠,,,,,,0,,,16780,,0,yes,,,,,,
16702,62741,蔢,,,,,,0,,,16781,,0,yes,,,,,,
16703,62742,蔤,,,,,,0,,,16782,,0,yes,,,,,,
16704,62743,蔧,,,,,,0,,,16783,,0,yes,,,,,,
16705,62744,蔨,,,,,,0,,,16784,,0,yes,,,,,,
16706,62745,蔩,,,,,,0,,,16785,,0,yes,,,,,,
16707,52361,伱,,,,,,0,4361,,12424,,4361,yes,,,,,,
16708,62746,屔,,,,,,0,,,16786,,0,yes,,,,,,
16709,62747,蔮,,,,,,0,,,16787,,0,yes,,,,,,
16710,62748,蔰,,,,,,0,,,16788,,0,yes,,,,,,
16711,62749,蔱,,,,,,0,,,16789,,0,yes,,,,,,
16712,62750,蔳,,,,,,0,,,16790,,0,yes,,,,,,
16713,62751,蔶,,,,,,0,,,16791,,0,yes,,,,,,
16714,62752,攠,,,,,,0,,,16792,,0,yes,,,,,,
16715,62753,攡,,,,,,0,,,16793,,0,yes,,,,,,
16716,62754,屖,,,,,,0,,,16794,,0,yes,,,,,,
16717,62755,攦,,,,,,0,,,16795,,0,yes,,,,,,
16718,52040,暼,,,,,,0,,6044,10751,,6044,yes,,,,,,
16719,62756,攧,,,,,,0,,,16796,,0,yes,,,,,,
16720,62757,攨,,,,,,0,,,16797,,0,yes,,,,,,
16721,62758,偋,,,,,,0,,,16798,,0,yes,,,,,,
16722,62759,偊,,,,,,0,,,16799,,0,yes,,,,,,
16723,62760,蕂,,,,,,0,,,16800,,0,yes,,,,,,
16724,62761,蕄,,,,,,0,,,16801,,0,yes,,,,,,
16725,62762,屗,,,,,,0,,,16802,,0,yes,,,,,,
16726,62763,蕇,,,,,,0,,,16803,,0,yes,,,,,,
16727,62764,蕌,,,,,,0,,,16804,,0,yes,,,,,,
16728,62765,蕍,,,,,,0,,,16805,,0,yes,,,,,,
16729,62766,蕏,,,,,,0,,,16806,,0,yes,,,,,,
16730,62767,蕐,,,,,,0,,,16807,,0,yes,,,,,,
16731,62768,攭,,,,,,0,,,16808,,0,yes,,,,,,
16732,62769,蕒,,,,,,0,,,16809,,0,yes,,,,,,
16733,62770,蕔,,,,,,0,,,16810,,0,yes,,,,,,
16734,62771,墵,,,,,,0,,,16811,,0,yes,,,,,,
16735,62772,蕛,,,,,,0,,,16812,,0,yes,,,,,,
16736,62773,蕜,,,,,,0,,,16813,,0,yes,,,,,,
16737,62774,蕝,,,,,,0,,,16814,,0,yes,,,,,,
16738,62775,蕟,,,,,,0,,,16815,,0,yes,,,,,,
16739,62776,姭,,,,,,0,,,16816,,0,yes,,,,,,
16740,62777,攱,,,,,,0,,,16817,,0,yes,,,,,,
16741,62778,蕥,,,,,,0,,,16818,,0,yes,,,,,,
16742,62779,蕦,,,,,,0,,,16819,,0,yes,,,,,,
16743,62780,蕧,,,,,,0,,,16820,,0,yes,,,,,,
16744,62781,偅,,,,,,0,,,16821,,0,yes,,,,,,
16745,62782,蕬,,,,,,0,,,16822,,0,yes,,,,,,
16746,62783,蕮,,,,,,0,,,16823,,0,yes,,,,,,
16747,62784,偄,,,,,,0,,,16824,,0,yes,,,,,,
16748,62785,蕱,,,,,,0,,,16825,,0,yes,,,,,,
16749,62786,屜,,,,,,0,,,16826,,0,yes,,,,,,
16750,62787,蕳,,,,,,0,,,16827,,0,yes,,,,,,
16751,62788,倿,,,,,,0,,,16828,,0,yes,,,,,,
16752,62789,蕵,,,,,,0,,,16829,,0,yes,,,,,,
16753,62790,蕶,,,,,,0,,,16830,,0,yes,,,,,,
16754,62791,蕸,,,,,,0,,,16831,,0,yes,,,,,,
16755,62792,倽,,,,,,0,,,16832,,0,yes,,,,,,
16756,62793,倸,,,,,,0,,,16833,,0,yes,,,,,,
16757,62794,倷,,,,,,0,,,16834,,0,yes,,,,,,
16758,62795,蕼,,,,,,0,,,16835,,0,yes,,,,,,
16759,62796,蕽,,,,,,0,,,16836,,0,yes,,,,,,
16760,62797,蕿,,,,,,0,,,16837,,0,yes,,,,,,
16761,62798,薂,,,,,,0,,,16838,,0,yes,,,,,,
16762,62799,薃,,,,,,0,,,16839,,0,yes,,,,,,
16763,62800,屝,,,,,,0,,,16840,,0,yes,,,,,,
16764,62801,攺,,,,,,0,,,16841,,0,yes,,,,,,
16765,51921,疉,,,,,,0,,5924,10917,,5924,yes,,,,,,
16766,62802,攼,,,,,,0,,,16842,,0,yes,,,,,,
16767,62803,倵,,,,,,0,,,16843,,0,yes,,,,,,
16768,51579,齶,,,,,,0,4218,5574,7051,,9792,yes,,,,,,
16769,62804,薎,,,,,,0,,,16844,,0,yes,,,,,,
